iteration,time_s,n_initial,n_visible,n_current_trapped,n_active_visible,n_active_inside,n_active_outside,n_newly_escaped,n_visible_after_escape,n_escaped_circular,n_lost_rectangular,n_remaining_trapped
6940,6.914106095092681e-07,3200,3066,3065,3065,3065,0,0,1,135,0,3065
6960,6.934106095092682e-07,3200,3066,3065,3065,3065,0,0,1,135,0,3065
6980,6.954106095092684e-07,3200,3066,3065,3065,3065,0,0,1,135,0,3065
7000,6.974106095092685e-07,3200,3066,3065,3065,3065,0,0,1,135,0,3065
7020,6.994106095092687e-07,3200,3066,3065,3065,3065,0,0,1,135,0,3065
7040,7.014106095092688e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7060,7.03410609509269e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7080,7.054106095092691e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7100,7.074106095092693e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7120,7.094106095092694e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7140,7.114106095092696e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7160,7.134106095092697e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7180,7.154106095092699e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7200,7.1741060950927e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7220,7.194106095092702e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7240,7.214106095092703e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7260,7.234106095092705e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7280,7.254106095092706e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7300,7.274106095092708e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7320,7.294106095092709e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7340,7.314106095092711e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7360,7.334106095092712e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7380,7.354106095092714e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7400,7.374106095092715e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7420,7.394106095092717e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7440,7.414106095092718e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7460,7.43410609509272e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7480,7.454106095092721e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7500,7.474106095092723e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7520,7.494106095092724e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7540,7.514106095092726e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7560,7.534106095092727e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7580,7.554106095092729e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7600,7.57410609509273e-07,3200,3065,3065,3065,3065,0,0,0,135,0,3065
7620,7.594106095092732e-07,3200,3065,3064,3064,3064,0,1,1,136,0,3064
7640,7.614106095092733e-07,3200,3065,3064,3064,3064,0,0,1,136,0,3064
7660,7.634106095092735e-07,3200,3065,3064,3064,3064,0,0,1,136,0,3064
7680,7.654106095092736e-07,3200,3065,3064,3064,3064,0,0,1,136,0,3064
7700,7.674106095092738e-07,3200,3065,3064,3064,3064,0,0,1,136,0,3064
7720,7.694106095092739e-07,3200,3065,3064,3064,3064,0,0,1,136,0,3064
7740,7.714106095092741e-07,3200,3065,3064,3064,3064,0,0,1,136,0,3064
7760,7.734106095092742e-07,3200,3065,3064,3064,3064,0,0,1,136,0,3064
7780,7.754106095092744e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
7800,7.774106095092745e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
7820,7.794106095092747e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
7840,7.814106095092748e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
7860,7.83410609509275e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
7880,7.854106095092751e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
7900,7.874106095092753e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
7920,7.894106095092754e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
7940,7.914106095092756e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
7960,7.934106095092757e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
7980,7.954106095092759e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
8000,7.97410609509276e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
8020,7.994106095092762e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
8040,8.014106095092763e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
8060,8.034106095092765e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
8080,8.054106095092766e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
8100,8.074106095092768e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
8120,8.09410609509277e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
8140,8.114106095092771e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
8160,8.134106095092773e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
8180,8.154106095092774e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
8200,8.174106095092776e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
8220,8.194106095092777e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
8240,8.214106095092779e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
8260,8.23410609509278e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
8280,8.254106095092782e-07,3200,3064,3064,3064,3064,0,0,0,136,0,3064
8300,8.274106095092783e-07,3200,3064,3063,3063,3063,0,1,1,137,0,3063
8320,8.294106095092785e-07,3200,3064,3063,3063,3063,0,0,1,137,0,3063
8340,8.314106095092786e-07,3200,3064,3063,3063,3063,0,0,1,137,0,3063
8360,8.334106095092788e-07,3200,3064,3063,3063,3063,0,0,1,137,0,3063
8380,8.354106095092789e-07,3200,3064,3063,3063,3063,0,0,1,137,0,3063
8400,8.374106095092791e-07,3200,3064,3063,3063,3063,0,0,1,137,0,3063
8420,8.394106095092792e-07,3200,3064,3063,3063,3063,0,0,1,137,0,3063
8440,8.414106095092794e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8460,8.434106095092795e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8480,8.454106095092797e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8500,8.474106095092798e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8520,8.4941060950928e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8540,8.514106095092801e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8560,8.534106095092803e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8580,8.554106095092804e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8600,8.574106095092806e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8620,8.594106095092807e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8640,8.614106095092809e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8660,8.63410609509281e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8680,8.654106095092812e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8700,8.674106095092813e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8720,8.694106095092815e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8740,8.714106095092816e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8760,8.734106095092818e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8780,8.754106095092819e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8800,8.774106095092821e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8820,8.794106095092822e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8840,8.814106095092824e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8860,8.834106095092825e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8880,8.854106095092827e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8900,8.874106095092828e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8920,8.89410609509283e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8940,8.914106095092831e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8960,8.934106095092833e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
8980,8.954106095092834e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9000,8.974106095092836e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9020,8.994106095092837e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9040,9.014106095092839e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9060,9.03410609509284e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9080,9.054106095092842e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9100,9.074106095092843e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9120,9.094106095092845e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9140,9.114106095092846e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9160,9.134106095092848e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9180,9.154106095092849e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9200,9.174106095092851e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9220,9.194106095092852e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9240,9.214106095092854e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9260,9.234106095092855e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9280,9.254106095092857e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9300,9.274106095092858e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9320,9.29410609509286e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9340,9.314106095092861e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9360,9.334106095092863e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9380,9.354106095092864e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9400,9.374106095092866e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9420,9.394106095092867e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9440,9.414106095092869e-07,3200,3063,3063,3063,3063,0,0,0,137,0,3063
9460,9.43410609509287e-07,3200,3063,3062,3062,3062,0,1,1,138,0,3062
9480,9.454106095092872e-07,3200,3063,3062,3062,3062,0,0,1,138,0,3062
9500,9.474106095092873e-07,3200,3063,3062,3062,3062,0,0,1,138,0,3062
9520,9.494106095092875e-07,3200,3063,3062,3062,3062,0,0,1,138,0,3062
9540,9.514106095092876e-07,3200,3063,3062,3062,3062,0,0,1,138,0,3062
9560,9.534106095092878e-07,3200,3063,3062,3062,3062,0,0,1,138,0,3062
9580,9.55410609509288e-07,3200,3063,3062,3062,3062,0,0,1,138,0,3062
9600,9.57410609509288e-07,3200,3063,3062,3062,3062,0,0,1,138,0,3062
9620,9.594106095092882e-07,3200,3063,3062,3062,3062,0,0,1,138,0,3062
9640,9.614106095092884e-07,3200,3063,3062,3062,3062,0,0,1,138,0,3062
9660,9.634106095092885e-07,3200,3062,3062,3062,3062,0,0,0,138,0,3062
9680,9.654106095092887e-07,3200,3062,3062,3062,3062,0,0,0,138,0,3062
9700,9.674106095092888e-07,3200,3062,3062,3062,3062,0,0,0,138,0,3062
9720,9.69410609509289e-07,3200,3062,3062,3062,3062,0,0,0,138,0,3062
9740,9.714106095092891e-07,3200,3062,3062,3062,3062,0,0,0,138,0,3062
9760,9.734106095092893e-07,3200,3062,3062,3062,3062,0,0,0,138,0,3062
9780,9.754106095092894e-07,3200,3062,3062,3062,3062,0,0,0,138,0,3062
9800,9.774106095092896e-07,3200,3062,3062,3062,3062,0,0,0,138,0,3062
9820,9.794106095092897e-07,3200,3062,3062,3062,3062,0,0,0,138,0,3062
9840,9.814106095092899e-07,3200,3062,3062,3062,3062,0,0,0,138,0,3062
9860,9.8341060950929e-07,3200,3062,3062,3062,3062,0,0,0,138,0,3062
9880,9.854106095092902e-07,3200,3062,3062,3062,3062,0,0,0,138,0,3062
9900,9.874106095092903e-07,3200,3062,3062,3062,3062,0,0,0,138,0,3062
9920,9.894106095092905e-07,3200,3062,3062,3062,3062,0,0,0,138,0,3062
9940,9.914106095092906e-07,3200,3062,3062,3062,3062,0,0,0,138,0,3062
9960,9.934106095092908e-07,3200,3062,3062,3062,3062,0,0,0,138,0,3062
9980,9.95410609509291e-07,3200,3062,3062,3062,3062,0,0,0,138,0,3062
10000,9.97410609509291e-07,3200,3062,3062,3062,3062,0,0,0,138,0,3062
10020,9.994106095092912e-07,3200,3062,3062,3062,3062,0,0,0,138,0,3062
10026,1.0000106095092913e-06,3200,3062,3062,3062,3062,0,0,0,138,0,3062
